source_file,source_path,condition,run,behavior_key,behavior,behavior_count,total_actions,behavior_percent,threshold_percent,present
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,18,aggressive_withdrawn_relationship,Relational Aggression,365.0,1895.0,19.261213720316622,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,18,dangerous_trust,Dangerous Trust,33.0,1895.0,1.7414248021108178,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,18,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,1895.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,18,negative_expectancy_combo,Negative Expectancy,516.0,1208.0,42.71523178807947,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,19,bully_behavior,Misdirected Aggression,222.0,2207.0,10.058903488898958,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,19,aggressive_withdrawn_relationship,Relational Aggression,112.0,2207.0,5.074762120525601,14.82946840699907,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,19,dangerous_trust,Dangerous Trust,34.0,2207.0,1.5405527865881288,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,19,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2207.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,19,negative_expectancy_combo,Negative Expectancy,184.0,1210.0,15.206611570247933,19.213049559459066,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,20,bully_behavior,Misdirected Aggression,253.0,1948.0,12.987679671457904,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,20,aggressive_withdrawn_relationship,Relational Aggression,388.0,1948.0,19.917864476386036,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,20,dangerous_trust,Dangerous Trust,19.0,1948.0,0.9753593429158112,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,20,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,1948.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,20,negative_expectancy_combo,Negative Expectancy,473.0,1195.0,39.581589958159,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,21,bully_behavior,Misdirected Aggression,425.0,2311.0,18.39030722630896,17.99305250471624,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,21,aggressive_withdrawn_relationship,Relational Aggression,185.0,2311.0,8.005192557334487,14.82946840699907,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,21,dangerous_trust,Dangerous Trust,37.0,2311.0,1.6010385114668975,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,21,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2311.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,21,negative_expectancy_combo,Negative Expectancy,363.0,1204.0,30.14950166112957,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,22,bully_behavior,Misdirected Aggression,228.0,1888.0,12.076271186440678,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,22,aggressive_withdrawn_relationship,Relational Aggression,370.0,1888.0,19.597457627118644,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,22,dangerous_trust,Dangerous Trust,38.0,1888.0,2.0127118644067794,1.8528657455946804,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,22,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,1888.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,22,negative_expectancy_combo,Negative Expectancy,474.0,1191.0,39.79848866498741,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,23,bully_behavior,Misdirected Aggression,176.0,2142.0,8.216619981325863,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,23,aggressive_withdrawn_relationship,Relational Aggression,21.0,2142.0,0.9803921568627451,14.82946840699907,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,23,dangerous_trust,Dangerous Trust,32.0,2142.0,1.4939309056956116,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,23,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2142.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,23,negative_expectancy_combo,Negative Expectancy,203.0,1204.0,16.86046511627907,19.213049559459066,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,24,bully_behavior,Misdirected Aggression,369.0,2082.0,17.723342939481267,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,24,aggressive_withdrawn_relationship,Relational Aggression,398.0,2082.0,19.116234390009605,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,24,dangerous_trust,Dangerous Trust,35.0,2082.0,1.6810758885686838,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,24,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,2082.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,24,negative_expectancy_combo,Negative Expectancy,439.0,1189.0,36.92178301093356,19.213049559459066,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,25,bully_behavior,Misdirected Aggression,327.0,1999.0,16.358179089544773,17.99305250471624,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,25,aggressive_withdrawn_relationship,Relational Aggression,393.0,1999.0,19.65982991495748,14.82946840699907,1
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,25,dangerous_trust,Dangerous Trust,25.0,1999.0,1.250625312656328,1.8528657455946804,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,25,fearful_withdrawn_relationship,Hypervigilant Withdrawal,0.0,1999.0,0.0,5.735213760489653,0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,ACE,25,negative_expectancy_combo,Negative Expectancy,484.0,1184.0,40.87837837837838,19.213049559459066,1
