source_file,condition,role,run,behavior,behavior_count,total_actions,percent_of_total_actions
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,39,Hypervigilant Withdrawal,0.0,614.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,40,Hypervigilant Withdrawal,23.0,605.0,3.8016528925619832
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,41,Hypervigilant Withdrawal,51.0,752.0,6.781914893617021
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,42,Hypervigilant Withdrawal,71.0,785.0,9.044585987261145
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,43,Hypervigilant Withdrawal,17.0,582.0,2.9209621993127146
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,44,Hypervigilant Withdrawal,0.0,655.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,45,Hypervigilant Withdrawal,210.0,761.0,27.595269382391592
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,46,Hypervigilant Withdrawal,87.0,785.0,11.0828025477707
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,47,Hypervigilant Withdrawal,1.0,624.0,0.16025641025641024
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,48,Hypervigilant Withdrawal,95.0,730.0,13.013698630136986
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,49,Hypervigilant Withdrawal,115.0,759.0,15.151515151515152
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,50,Hypervigilant Withdrawal,3.0,621.0,0.4830917874396135
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,51,Hypervigilant Withdrawal,46.0,766.0,6.005221932114883
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,52,Hypervigilant Withdrawal,1.0,698.0,0.14326647564469913
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,53,Hypervigilant Withdrawal,152.0,794.0,19.143576826196472
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,54,Hypervigilant Withdrawal,188.0,794.0,23.67758186397985
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,55,Hypervigilant Withdrawal,124.0,760.0,16.315789473684212
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,56,Hypervigilant Withdrawal,5.0,699.0,0.7153075822603719
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,57,Hypervigilant Withdrawal,0.0,632.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,58,Hypervigilant Withdrawal,212.0,750.0,28.26666666666667
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,59,Hypervigilant Withdrawal,317.0,755.0,41.98675496688742
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,60,Hypervigilant Withdrawal,0.0,632.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,61,Hypervigilant Withdrawal,60.0,745.0,8.053691275167784
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,62,Hypervigilant Withdrawal,8.0,765.0,1.045751633986928
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,63,Hypervigilant Withdrawal,0.0,686.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,64,Hypervigilant Withdrawal,76.0,747.0,10.174029451137885
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,65,Hypervigilant Withdrawal,72.0,780.0,9.230769230769232
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,66,Hypervigilant Withdrawal,24.0,781.0,3.0729833546734953
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,67,Hypervigilant Withdrawal,17.0,678.0,2.5073746312684366
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,68,Hypervigilant Withdrawal,77.0,753.0,10.225763612217795
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,69,Hypervigilant Withdrawal,89.0,715.0,12.447552447552447
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,70,Hypervigilant Withdrawal,149.0,786.0,18.956743002544528
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,71,Hypervigilant Withdrawal,67.0,773.0,8.667529107373868
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,72,Hypervigilant Withdrawal,71.0,730.0,9.726027397260275
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,73,Hypervigilant Withdrawal,180.0,756.0,23.809523809523807
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,74,Hypervigilant Withdrawal,10.0,620.0,1.6129032258064515
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,75,Hypervigilant Withdrawal,91.0,780.0,11.666666666666666
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,76,Hypervigilant Withdrawal,0.0,608.0,0.0
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,77,Hypervigilant Withdrawal,145.0,778.0,18.637532133676093
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,78,Hypervigilant Withdrawal,13.0,666.0,1.951951951951952
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,79,Hypervigilant Withdrawal,39.0,769.0,5.071521456436931
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,80,Hypervigilant Withdrawal,3.0,594.0,0.5050505050505051
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,81,Hypervigilant Withdrawal,76.0,728.0,10.43956043956044
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,82,Hypervigilant Withdrawal,1.0,598.0,0.16722408026755853
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,83,Hypervigilant Withdrawal,3.0,600.0,0.5
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,84,Hypervigilant Withdrawal,64.0,767.0,8.34419817470665
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,85,Hypervigilant Withdrawal,125.0,741.0,16.869095816464238
multiple_runs_NB_HighThreat_Series_20260501_201727.csv,ACE,NB,86,Hypervigilant Withdrawal,17.0,629.0,2.7027027027027026
