agent_type,condition,source_file,Affiliative_pct,Internalizing_pct,Externalizing_pct
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,3.993203058623619,23.364485981308412,72.64231096006797
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,58.24790307548928,1.95712954333644,39.79496738117428
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.754601226993866,21.855828220858893,73.38957055214725
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,6.628242074927954,26.12872238232469,67.24303554274735
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,5.668358714043993,22.165820642978005,72.165820642978
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,4.10958904109589,21.660958904109588,74.22945205479452
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,43.330349149507605,6.893464637421665,49.77618621307073
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,0.0,0.0,0.0
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,23.75623324922387,17.836434004825147,58.40733274595098
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,23.75658495631556,17.836351726619366,58.40706331706507
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,38.26626301410323,18.35043934135716,43.38329764453962
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,26.666666666666668,4.444444444444445,68.88888888888889
DB,ACE,multiple_runs_DB_HighThreat_Series_20260501_214553.csv,31.170431211498972,19.753593429158112,49.07597535934292
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,22.152466367713007,0.08968609865470852,77.75784753363229
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,21.92429022082019,0.7097791798107256,77.36593059936908
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,13.732718894009215,0.4608294930875576,85.80645161290322
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,13.534675615212526,0.7829977628635347,85.68232662192393
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,17.45513866231648,0.40783034257748774,82.13703099510603
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,24.960876369327075,1.330203442879499,73.70892018779342
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,12.94219154443486,2.5884383088869716,84.46937014667817
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,20.87205146533238,1.7155110793423873,77.41243745532523
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,14.930555555555555,0.607638888888889,84.46180555555556
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,24.69244288224956,0.0,75.30755711775043
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,10.971428571428572,0.0,89.02857142857142
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,23.570869224745497,1.8794048551292093,74.5497259201253
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,24.808184143222505,0.5967604433077579,74.59505541346974
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,19.753086419753085,0.411522633744856,79.83539094650206
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,22.55892255892256,0.0,77.44107744107744
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,18.201997780244174,0.0,81.79800221975583
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,24.022801302931597,0.16286644951140067,75.814332247557
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,28.98671096345515,1.4119601328903655,69.60132890365448
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,29.67479674796748,0.5691056910569106,69.7560975609756
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,15.789473684210526,0.2288329519450801,83.98169336384439
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,22.687439143135347,0.2921129503407984,77.02044790652386
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,26.91337258200168,1.2615643397813288,71.82506307821698
DB,No ACE,multiple_runs_DB_LowThreat_Series_20260502_024950.csv,10.295519542421355,0.47664442326024786,89.2278360343184
