source_file,source_path,data_group,condition,run,behavior,behavior_column,denominator_type,behavior_count,total_actions,percent_of_total_actions
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,19,Relational Aggression,aggressive_withdrawn_relationship,total_complex_behaviors,112.0,1001.0,11.188811188811188
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,19,Learned Helplessness,learned_helplessness,total_complex_behaviors,4.0,1001.0,0.3996003996003996
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,19,Negative Expectancy Bias,cynical,total_expectancies,184.0,1210.0,15.206611570247933
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,20,Hypervigilant Withdrawal,fearful_withdrawn_relationship,total_complex_behaviors,0.0,1022.0,0.0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,20,Dangerous Trust,dangerous_trust,total_complex_behaviors,19.0,1022.0,1.8590998043052838
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,20,Misdirected Aggression,bully_behavior,total_complex_behaviors,253.0,1022.0,24.755381604696673
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,20,Relational Aggression,aggressive_withdrawn_relationship,total_complex_behaviors,388.0,1022.0,37.96477495107632
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,20,Learned Helplessness,learned_helplessness,total_complex_behaviors,269.0,1022.0,26.320939334637966
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,20,Negative Expectancy Bias,cynical,total_expectancies,473.0,1195.0,39.581589958159
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,21,Hypervigilant Withdrawal,fearful_withdrawn_relationship,total_complex_behaviors,0.0,1176.0,0.0
multiple_runs_DB_HighThreat_2_20260407_031225.csv,multiple_runs_DB_HighThreat_2_20260407_031225.csv,Observed,ACE,21,Dangerous Trust,dangerous_trust,total_complex_behaviors,37.0,1176.0,3.1462585034013606
