Parameter,Value
Parameter: Prob_threat,0.33
Parameter: Prob_ally,0.33
Parameter: Prob_prey,0.33
Parameter: tLowerSitL,80
Parameter: tHigherSitL,100
Parameter: tLowerSitDB,80
Parameter: tHigherSitDB,100
Parameter: tLowerSitNB,80
Parameter: tHigherSitNB,100
Parameter: aLowerSitL,80
Parameter: aHigherSitL,100
Parameter: aLowerSitDB,80
Parameter: aHigherSitDB,100
Parameter: aLowerSitNB,80
Parameter: aHigherSitNB,100
Parameter: pLowerSitL,80
Parameter: pHigherSitL,100
Parameter: pLowerSitDB,80
Parameter: pHigherSitDB,100
Parameter: pLowerSitNB,80
Parameter: pHigherSitNB,100
Parameter: societyL,70
Parameter: societyNB,70
Parameter: societyDB,70
Parameter: Risk_Aversion,1.2
Parameter: Risk_Threshold,10.0
Parameter: Reward_Inclination,1.0
Parameter: Reward_Threshold,0.0
Parameter: MainB,DB
Parameter: Training_Episodes,1500
Parameter: Learning_Period,600
Parameter: Learning_Rate,0.001
Parameter: Model_Name,largerun_db_highthreat

Run,fight_count,flee_count,befriend_count,chase_count,cry_count,fight_exploit_count,flee_exploit_count,befriend_exploit_count,chase_exploit_count,cry_exploit_count,threat_count,ally_count,prey_count,boredom_maladaptive,learned_helplessness,apathy,positive_mindset,community_trusting_vulnerability,fearful_withdrawn_relationship,detached_withdrawn_relationship,aggressive_withdrawn_relationship,willingness_to_flee,self_destructive_anger,bully_behavior,protective_behavior,healthy_friendliness,dangerous_trust,over_friendliness,hopefulness,cynical
601,438,89,147,571,63,374,36,88,512,8,461,516,523,215,192,0,5,0,0,0,386,31,22,287,86,15,34,73,803,215
602,544,224,544,121,66,487,167,482,68,7,477,500,523,264,1,0,0,0,2,0,5,19,121,158,305,396,34,86,947,264
603,326,82,83,658,64,260,12,30,607,3,513,475,512,242,287,0,0,0,0,0,381,12,4,218,42,1,29,29,670,242
604,596,103,153,365,65,516,59,114,312,4,501,494,505,304,218,0,0,0,0,0,364,37,63,419,80,49,38,65,701,304
605,336,94,115,645,64,281,25,58,598,2,495,498,507,285,246,0,0,0,0,0,395,20,2,222,59,11,32,47,679,285
606,372,82,95,634,66,307,31,47,569,8,510,481,509,246,251,0,0,0,0,0,390,18,2,240,66,0,34,47,716,246
607,683,87,162,283,72,623,29,107,226,0,492,475,533,200,213,0,1,0,0,0,320,28,50,534,88,56,37,51,785,200
608,589,86,415,340,67,531,29,347,272,0,495,501,504,139,3,0,27,0,0,0,111,27,42,228,302,293,20,54,1040,139
609,702,135,271,204,64,649,70,210,148,7,527,476,497,298,124,0,0,0,0,0,242,37,140,470,179,143,37,67,786,298
610,623,86,453,262,71,571,34,382,206,0,478,522,500,142,5,0,7,0,0,0,100,34,25,295,275,312,33,70,1051,142
611,544,107,154,396,76,490,41,99,346,0,495,478,527,224,223,0,1,0,0,0,348,41,27,422,67,36,33,63,752,224
612,399,97,115,590,64,347,42,57,526,2,494,512,494,226,235,0,0,0,0,0,396,42,11,285,61,19,27,38,748,226
613,355,95,131,613,77,294,41,70,555,0,469,521,510,190,229,0,0,0,0,0,392,34,2,238,56,19,22,51,770,190
614,299,102,116,648,62,245,35,49,589,0,510,475,515,294,273,0,0,0,0,0,352,31,23,193,42,25,15,24,624,294
615,729,104,250,266,68,674,39,190,205,13,471,534,495,319,83,0,7,0,0,0,307,30,132,486,183,131,42,59,802,319
616,703,85,180,301,62,646,27,121,247,0,549,467,484,301,169,0,15,0,0,0,306,21,153,446,192,74,34,47,740,301
617,360,102,89,635,62,304,40,35,574,18,512,472,516,269,252,0,0,0,0,0,382,23,2,252,51,0,34,35,702,269
618,700,101,488,151,59,638,43,424,87,1,470,518,512,120,1,0,0,0,0,0,47,15,40,329,298,362,27,62,1073,120
619,335,97,100,638,62,258,40,50,583,0,488,502,510,224,268,0,0,0,2,0,390,34,1,218,40,2,34,48,707,224
620,241,692,101,405,61,170,630,55,336,10,527,464,509,414,0,0,0,0,73,0,300,325,1,135,35,12,30,43,787,414
621,622,98,493,224,63,557,46,430,167,9,490,528,482,118,0,0,9,0,0,0,80,20,24,261,294,356,37,74,1091,118
622,464,363,484,111,70,419,306,414,54,0,480,497,523,183,8,0,0,0,0,0,53,7,52,124,295,342,31,72,1010,183
623,547,307,420,134,69,486,244,360,86,8,496,466,538,302,23,0,0,0,0,0,80,12,108,178,303,288,32,72,882,302
624,595,198,493,151,63,535,151,441,63,0,509,486,505,131,0,0,0,0,0,0,19,20,19,208,324,359,40,82,1059,131
625,557,98,160,413,61,496,37,107,345,11,471,493,536,203,211,0,0,0,0,0,359,36,17,439,54,46,29,61,793,203
626,481,83,103,504,68,414,29,48,453,0,522,478,500,211,261,0,0,0,0,0,380,29,13,358,56,6,31,42,733,211
627,320,87,86,684,66,259,23,33,616,14,498,468,534,245,257,0,2,0,0,0,368,23,3,216,42,0,28,33,700,245
628,665,280,183,103,63,606,212,116,51,8,469,497,534,244,206,0,0,0,5,0,340,19,39,524,78,50,16,66,749,244
629,866,90,125,104,70,812,29,55,51,8,504,493,503,133,245,0,0,0,0,0,368,26,67,704,69,26,24,29,822,133
630,617,340,145,128,73,557,290,87,67,2,454,507,539,277,197,0,0,0,5,0,360,22,52,461,79,28,31,59,726,277
631,635,249,462,88,59,582,177,412,29,3,513,514,473,170,7,0,0,0,0,0,66,17,61,233,346,339,35,73,1033,170
632,328,99,85,654,67,264,45,27,593,0,512,455,533,242,267,0,0,0,7,0,355,21,3,207,57,0,25,27,687,242
633,280,102,97,674,67,223,45,48,597,0,495,482,523,213,280,0,0,0,0,0,366,19,0,175,48,10,26,38,700,213
634,601,90,159,322,75,541,33,103,263,0,492,522,486,138,253,0,0,0,0,0,356,30,18,500,31,55,38,48,802,138
635,663,93,519,162,63,599,46,448,109,1,497,492,511,338,0,0,0,0,0,0,4,23,229,238,305,394,28,54,865,338
636,541,148,444,296,68,479,91,388,228,4,463,501,536,183,3,0,0,0,1,0,71,20,55,195,284,323,33,65,1007,183
637,856,83,128,114,67,798,26,78,53,1,478,509,513,243,252,0,0,0,0,0,391,18,115,640,63,19,26,59,713,243
638,415,89,117,585,70,354,31,57,538,14,467,493,540,277,224,0,0,0,0,0,395,31,6,305,44,9,31,48,717,277
639,604,104,469,238,70,559,43,409,185,1,475,513,512,140,15,0,7,0,1,0,76,19,48,267,291,343,28,66,1057,140
640,688,176,394,126,70,626,113,337,63,13,477,508,515,344,46,0,0,0,0,0,165,21,199,371,224,243,29,94,808,344
641,370,114,99,636,65,321,53,43,570,2,497,487,516,235,216,0,0,0,0,0,386,41,3,255,66,11,29,32,754,235
642,359,97,100,626,59,303,29,40,569,0,496,477,527,222,259,0,0,0,0,0,373,27,1,261,41,7,33,33,719,222
643,727,87,507,118,61,657,27,463,64,2,489,494,517,248,0,0,0,0,0,0,12,15,166,276,319,390,31,73,965,248
644,399,90,139,572,68,344,25,81,519,3,475,509,516,325,232,0,0,0,1,0,387,21,33,244,78,16,23,65,647,325
645,675,113,167,270,68,611,54,107,213,23,496,503,501,251,207,0,3,0,0,0,368,33,49,519,82,29,36,78,757,251
646,644,152,379,175,68,574,91,319,118,11,497,488,515,313,82,0,0,0,0,0,145,35,170,372,198,233,32,86,800,313
647,699,102,245,143,64,636,43,182,78,1,513,490,497,165,247,0,0,0,0,0,270,43,64,522,56,119,25,63,775,165
648,532,105,504,292,62,466,44,437,225,0,511,514,475,165,5,0,12,0,0,0,32,25,59,148,307,371,37,66,1007,165
649,637,206,512,87,58,584,133,446,41,1,476,494,530,177,0,0,0,0,0,0,27,9,73,259,295,375,31,71,1028,177
650,598,217,512,115,58,533,156,450,59,0,468,522,510,180,0,0,0,0,0,0,48,17,50,246,265,378,42,72,1018,180
651,384,79,99,618,59,321,17,47,539,11,497,488,515,248,261,0,0,0,0,0,375,17,10,261,59,5,38,42,687,248
652,363,84,104,644,68,306,23,48,577,5,484,537,479,249,237,0,0,0,0,0,433,23,1,244,62,13,33,35,710,249
653,728,160,424,117,69,670,113,351,77,2,517,478,505,169,2,0,0,0,0,0,83,32,52,342,322,304,26,47,1044,169
654,352,79,84,637,68,285,23,32,587,9,503,469,528,218,280,0,0,0,0,0,369,23,2,262,23,2,27,30,718,218
655,643,84,110,372,62,576,25,62,307,15,462,503,535,204,229,0,0,0,0,0,394,25,26,531,30,16,32,46,781,204
656,511,290,476,140,68,444,222,422,90,10,518,493,489,268,15,0,0,0,1,0,69,9,103,144,299,328,41,94,920,268
657,378,91,91,601,71,327,27,27,527,8,515,486,499,210,268,0,0,0,0,0,383,27,4,260,67,5,22,22,706,210
658,578,265,487,100,66,527,209,423,44,3,478,492,530,232,4,0,0,0,0,0,57,12,82,213,312,340,28,83,974,232
659,560,93,133,402,62,502,31,63,349,2,503,481,516,268,250,0,0,0,0,0,358,27,27,419,82,18,19,45,679,268
660,638,88,429,282,63,581,33,354,227,7,471,496,533,117,0,0,19,0,0,0,106,29,30,287,292,285,29,69,1085,117
661,518,85,438,388,70,473,31,387,314,0,533,490,477,262,1,0,0,0,0,0,82,31,117,137,336,312,42,75,943,262
662,469,88,90,523,70,395,30,32,476,8,473,501,526,223,260,0,0,0,4,0,396,23,17,349,31,2,25,30,718,223
663,612,362,121,92,68,552,309,55,27,8,482,499,519,215,245,0,0,0,0,0,397,23,65,452,49,4,33,51,736,215
664,546,101,92,431,68,484,44,42,364,10,528,488,484,208,262,0,0,0,0,0,400,44,3,449,35,0,42,42,736,208
665,724,111,467,132,66,661,61,403,72,12,510,497,493,149,0,0,0,0,0,0,57,19,46,300,342,334,34,69,1060,149
666,376,83,103,595,69,318,25,49,534,0,501,479,520,225,274,0,0,0,0,0,370,25,10,258,60,11,23,38,701,225
667,638,86,274,336,66,581,22,219,269,14,475,517,508,303,100,0,0,0,0,0,236,19,161,387,194,167,28,52,802,303
668,459,101,96,523,70,394,21,44,465,9,484,487,529,192,251,0,0,0,0,0,379,21,4,353,41,9,35,35,741,192
669,643,254,394,116,65,584,196,340,51,10,496,496,508,225,28,0,0,0,0,0,118,20,65,290,284,274,38,66,956,225
670,515,114,113,486,62,447,61,45,427,5,464,531,505,222,210,0,0,0,0,0,417,24,11,390,54,19,26,26,763,222
671,865,86,316,164,69,212,23,252,116,0,496,467,537,87,0,0,1,0,0,0,2,3,17,59,139,187,34,65,516,87
672,400,73,99,618,63,346,27,38,546,6,490,493,517,248,247,0,0,0,0,0,401,27,7,294,52,0,34,38,715,248
673,425,78,105,530,70,366,26,41,467,4,520,462,518,186,292,0,0,0,0,0,357,26,7,322,44,11,26,30,718,186
674,695,89,144,280,62,632,28,77,226,4,490,511,499,151,230,0,0,0,0,0,366,28,11,563,69,40,29,37,816,151
675,728,80,106,242,71,660,34,45,183,0,530,494,476,244,273,0,0,0,0,0,399,30,95,512,57,10,30,35,678,244
676,612,91,98,380,66,551,30,37,323,0,479,511,510,160,253,0,0,0,1,0,391,28,4,504,45,0,35,37,781,160
677,727,103,303,224,66,667,40,245,177,11,485,532,483,338,77,0,10,0,0,0,238,26,186,432,222,185,31,60,802,338
678,310,102,102,668,57,259,31,42,609,9,497,503,500,237,261,0,0,0,0,0,397,6,4,192,63,7,26,35,713,237
679,265,72,85,721,67,199,18,26,656,10,511,519,470,249,290,0,0,0,0,0,422,18,1,170,28,0,26,26,660,249
680,543,92,332,314,68,488,26,268,264,4,478,491,531,261,151,0,12,0,0,0,196,24,103,342,141,189,32,79,789,261
681,603,92,490,236,74,546,43,430,184,0,530,452,518,204,5,0,2,0,0,0,25,41,59,221,319,348,41,82,999,204
682,695,102,467,161,69,633,35,395,95,11,498,493,509,285,6,0,0,0,0,0,36,21,181,283,289,333,32,62,884,285
683,600,401,97,97,54,538,333,26,49,2,478,518,504,205,251,0,0,0,6,0,410,13,40,450,51,6,19,20,743,205
684,358,82,118,601,69,289,11,54,555,9,529,514,457,230,272,0,0,0,0,0,403,11,23,239,40,17,35,37,688,230
685,386,83,118,602,65,312,18,60,546,17,514,489,497,274,246,0,1,0,0,0,383,18,9,247,62,10,35,50,679,274
686,657,90,113,311,71,596,22,58,251,8,492,467,541,161,258,0,0,0,0,0,366,21,15,542,43,12,37,46,774,161
687,599,168,539,135,58,546,89,478,70,3,500,494,506,377,1,0,0,0,0,0,5,18,254,180,310,389,41,89,809,377
688,499,278,488,162,65,439,219,428,88,8,496,533,471,312,8,0,0,0,0,0,79,15,119,138,298,353,33,75,870,312
689,334,83,119,633,63,271,19,54,591,0,489,505,506,244,268,0,0,0,1,0,401,18,1,230,40,10,33,44,691,244
690,706,106,266,249,66,640,50,221,194,0,482,515,503,278,107,0,7,0,16,0,242,26,140,470,168,160,44,61,827,278
691,640,176,499,105,64,575,119,436,44,7,492,487,521,190,16,0,0,0,0,0,31,37,86,274,290,367,32,69,991,190
692,397,82,105,632,65,339,27,45,564,0,480,528,492,220,219,0,0,0,0,0,421,27,3,272,67,9,36,36,755,220
693,570,233,522,101,67,496,182,458,39,12,506,503,491,217,7,0,0,0,0,0,22,13,82,156,331,380,30,78,970,217
694,721,83,438,193,65,651,31,375,144,4,490,484,526,218,0,0,3,0,0,0,70,23,111,336,303,318,32,57,987,218
695,540,285,488,114,67,478,222,425,49,5,497,476,527,181,6,0,0,0,1,0,20,49,54,198,278,351,31,74,998,181
696,841,93,102,102,64,758,31,39,51,15,536,470,494,137,298,0,0,0,0,0,368,18,49,673,39,6,23,33,757,137
697,321,76,115,658,67,251,20,52,602,16,506,479,515,232,263,0,0,0,0,0,386,20,1,214,37,3,38,49,709,232
698,351,84,107,625,67,293,31,57,559,0,499,496,505,244,266,0,0,0,0,0,392,31,5,246,45,8,37,49,696,244
699,334,78,108,656,68,277,20,51,593,0,495,510,495,243,256,0,0,0,0,0,397,20,1,224,53,8,37,43,698,243
700,462,80,95,546,64,408,22,42,474,4,491,489,520,219,253,0,0,0,0,0,401,19,3,358,50,6,32,36,731,219
701,681,88,518,155,58,612,33,449,98,0,489,495,516,210,0,0,0,0,0,0,8,13,134,278,304,391,29,58,982,210
702,709,262,111,102,61,646,200,49,40,8,479,508,513,201,255,0,0,0,0,0,392,19,30,571,49,8,28,41,742,201
703,677,156,496,109,58,614,99,443,50,0,505,495,500,227,4,0,0,0,0,0,31,18,143,291,305,374,39,69,979,227
704,705,93,514,128,58,640,37,451,64,3,477,520,503,157,2,0,0,0,0,0,24,14,71,295,302,390,29,61,1038,157
705,364,105,98,601,66,315,40,31,539,5,502,479,519,233,266,0,0,0,0,0,378,17,16,239,74,3,28,28,697,233
706,292,89,104,678,70,237,39,47,624,14,528,501,471,255,267,0,0,0,0,0,410,32,1,195,42,1,44,46,706,255
707,268,86,106,669,62,208,17,49,599,4,522,486,492,186,309,0,0,0,0,0,364,16,0,169,39,1,31,48,691,186
708,666,88,263,297,71,594,30,202,252,0,501,485,514,334,115,0,0,0,0,0,239,30,123,420,169,139,45,63,744,334
709,670,171,462,120,65,611,124,412,60,11,486,499,515,292,12,0,0,0,0,0,55,29,152,272,283,347,38,65,926,292
710,570,186,523,146,54,507,134,457,85,4,507,498,495,224,21,0,0,0,0,0,15,23,77,192,299,388,29,69,963,224
711,469,97,94,537,70,418,32,41,486,5,486,474,540,209,233,0,0,0,0,0,371,32,7,355,59,10,26,31,773,209
712,338,87,126,621,60,277,26,54,578,1,495,527,478,238,268,0,0,0,0,0,417,26,0,244,33,14,28,40,698,238
713,699,232,296,93,77,638,173,244,49,0,486,478,536,297,103,0,0,0,0,0,247,26,129,444,186,142,32,102,807,297
714,348,92,95,644,76,299,21,28,584,17,491,510,499,230,245,0,0,0,0,0,406,21,2,252,47,0,24,28,719,230
715,567,93,95,461,67,505,32,42,393,15,474,498,528,232,217,0,0,0,0,0,396,32,6,455,48,6,36,36,755,232
716,603,227,490,114,60,542,160,427,55,2,505,459,536,147,6,0,0,0,0,0,5,19,43,224,313,356,31,71,1039,147
717,757,129,359,95,68,690,71,298,30,3,483,501,516,324,92,0,0,0,0,0,215,22,188,458,207,179,28,119,768,324
718,677,77,533,150,58,617,23,469,87,4,496,516,488,254,5,0,0,0,0,0,14,23,160,254,304,384,43,85,946,254
719,457,155,475,340,72,390,83,422,286,1,486,500,514,304,1,0,5,1,0,0,44,26,100,77,309,350,24,72,878,304
720,607,73,111,379,63,554,21,45,308,2,498,497,505,173,267,0,0,0,0,0,390,21,0,519,35,7,30,38,757,173
721,848,99,130,108,74,786,39,75,43,15,489,490,521,227,241,0,0,0,0,0,369,20,134,614,60,34,32,41,731,227
722,867,98,94,99,62,801,40,37,45,5,508,523,469,179,280,0,0,0,2,0,405,26,71,681,52,3,26,34,749,179
723,664,196,468,111,61,592,143,413,56,4,487,477,536,299,0,0,0,0,0,0,35,17,148,272,302,350,34,63,909,299
724,536,226,517,146,69,477,172,464,82,0,494,483,523,258,6,0,0,0,0,0,1,20,102,167,298,387,35,77,937,258
725,514,286,536,102,60,462,222,488,32,8,491,496,513,238,2,0,0,0,0,0,10,18,124,152,306,397,41,91,974,238
726,606,92,401,199,71,558,22,348,141,1,495,506,499,353,131,0,0,0,0,0,191,18,173,351,168,223,40,125,717,353
727,332,103,121,602,72,276,40,54,542,0,521,486,493,225,270,0,0,0,0,0,362,21,15,203,61,27,27,27,687,225
728,426,76,111,607,68,378,21,46,541,13,486,494,520,197,212,0,3,0,0,0,380,21,18,284,93,9,26,37,802,197
729,611,98,490,227,66,550,18,443,168,2,496,503,501,213,8,0,1,0,0,0,35,18,82,215,303,367,32,76,968,213
730,594,102,466,264,63,547,26,399,193,4,513,472,515,192,11,0,9,0,0,0,38,17,80,205,317,343,24,56,977,192
731,722,164,421,135,55,651,101,353,80,10,471,505,524,271,3,0,0,0,0,0,94,14,138,331,292,300,22,53,924,271
732,538,224,488,181,65,489,166,431,105,8,490,493,517,176,4,0,4,0,0,0,38,13,41,172,314,360,39,71,1023,176
733,547,252,522,105,69,480,185,473,36,0,481,515,504,136,5,0,0,0,0,0,24,11,24,203,273,392,48,81,1038,136
734,625,80,446,284,65,567,21,390,230,1,488,510,502,179,0,0,14,0,0,0,82,21,79,260,305,327,33,63,1030,179
735,380,77,110,610,60,312,22,47,554,4,498,476,526,248,263,0,0,0,0,0,372,22,6,268,44,8,36,39,691,248
736,429,88,117,579,66,373,31,49,523,0,468,505,527,203,221,0,5,0,0,0,392,31,18,308,61,12,27,37,773,203
737,379,87,112,626,62,320,25,54,570,6,465,530,505,290,234,0,0,0,0,0,419,25,2,270,50,13,31,41,685,290
738,691,133,485,116,65,624,87,428,48,4,493,480,527,196,10,0,0,0,0,0,44,17,97,267,299,349,40,79,995,196
739,319,96,127,660,68,264,36,62,610,8,472,524,504,262,230,0,0,1,0,0,405,18,1,207,57,18,31,44,718,262
740,770,94,199,255,80,717,46,131,199,15,470,541,489,277,102,0,9,0,0,0,348,38,110,551,160,96,32,35,831,277
741,383,102,90,621,66,323,46,35,570,0,481,464,555,323,238,0,0,0,0,0,367,46,18,259,48,1,26,34,651,323
742,771,90,248,152,66,711,9,193,104,15,476,497,527,247,173,0,0,0,0,0,267,9,139,528,120,126,37,67,785,247
743,277,73,129,685,67,215,28,56,627,12,524,474,502,185,269,0,0,0,0,0,355,27,2,153,60,23,17,33,753,185
744,644,197,340,186,72,585,121,281,118,25,494,486,520,317,61,0,0,0,0,0,190,17,129,370,215,200,49,81,813,317
745,632,202,493,115,58,576,138,435,48,8,507,476,517,223,0,0,0,0,0,0,28,5,121,231,324,361,37,74,982,223
746,311,83,129,660,68,252,27,64,597,8,486,509,505,252,249,0,0,0,0,0,396,26,1,216,36,22,20,42,696,252
747,657,95,171,356,63,585,34,127,304,1,460,509,531,275,158,0,12,1,0,0,357,28,68,475,102,50,33,77,776,275
748,523,240,541,123,65,474,168,478,64,8,507,501,492,227,8,0,0,0,0,0,11,10,99,120,315,390,45,88,965,227
749,503,316,514,88,71,447,273,454,31,0,502,496,502,232,8,0,0,0,1,0,10,14,75,128,314,384,47,70,973,232
750,872,95,122,94,65,810,33,59,47,0,459,495,546,206,252,0,0,0,0,0,391,30,132,645,38,10,17,49,743,206
751,308,68,127,665,64,248,20,55,598,12,505,480,515,230,268,0,0,0,0,0,361,19,2,208,39,12,32,43,703,230
752,450,351,133,259,67,396,289,56,205,2,490,521,489,285,240,0,0,0,0,0,381,29,10,309,80,20,21,36,663,285
753,636,101,410,279,65,567,39,335,219,20,515,466,519,189,9,0,18,0,0,0,90,20,73,268,299,283,33,52,991,189
754,499,86,91,550,70,430,29,40,500,9,499,490,511,283,204,0,2,0,0,0,399,29,21,341,83,0,32,40,725,283
755,703,97,344,175,64,632,45,293,123,15,517,507,476,317,117,0,0,0,0,0,196,41,160,426,179,222,42,71,791,317
756,236,97,115,705,66,167,29,64,644,0,485,484,531,306,281,0,0,0,0,0,370,12,2,135,30,12,32,52,598,306
757,407,90,125,548,66,352,43,59,489,0,510,502,488,210,264,0,0,0,0,0,395,43,5,315,37,17,27,42,733,210
758,569,254,489,123,65,503,195,433,53,8,480,494,526,198,0,0,0,0,0,0,44,9,58,191,303,347,37,86,994,198
759,570,118,115,389,58,501,68,40,334,2,501,507,492,187,250,0,0,0,0,0,400,46,4,465,34,10,29,30,758,187
760,701,91,186,360,72,637,32,123,300,0,530,480,490,290,90,0,32,0,0,0,300,32,188,402,235,83,25,40,802,290
761,703,89,509,128,63,637,31,455,74,6,505,487,508,288,8,0,0,0,0,0,14,31,183,243,306,379,30,76,915,288
762,310,118,115,644,70,238,66,48,583,17,503,488,509,267,243,0,0,0,0,0,371,48,0,195,43,15,23,33,685,267
763,374,81,90,649,66,325,21,29,580,17,469,523,508,256,240,0,0,0,0,0,426,21,6,283,42,5,24,24,716,256
764,422,350,493,144,70,371,290,418,80,2,518,477,505,306,21,0,0,0,0,0,22,15,145,67,302,350,37,68,855,306
765,636,77,394,329,63,575,22,343,254,4,485,493,522,173,1,0,19,0,0,0,114,22,86,284,288,262,45,81,1025,173
766,342,87,102,640,65,278,34,42,589,11,500,516,484,286,264,0,0,0,0,0,425,33,7,235,42,3,26,39,668,286
767,445,77,99,578,69,375,32,40,508,14,457,523,520,203,232,0,0,0,0,0,414,32,6,332,42,10,16,30,766,203
768,682,122,494,127,64,627,69,419,68,0,546,437,517,194,11,0,0,0,0,0,11,22,100,271,338,343,31,76,989,194
769,597,97,486,250,65,549,22,426,195,9,513,463,524,113,5,0,14,0,0,0,38,17,27,239,310,339,36,87,1088,113
770,292,86,120,656,67,229,25,60,593,7,513,479,508,207,279,0,1,0,0,0,372,25,5,180,49,14,22,46,707,207
771,768,97,173,165,61,712,34,105,108,8,481,515,504,175,236,0,0,0,1,0,350,22,51,628,55,70,23,35,792,175
772,755,96,120,174,74,694,38,58,120,0,526,500,474,203,281,0,0,0,0,0,370,38,103,554,43,18,24,40,707,203
773,487,81,111,495,71,414,22,66,432,0,462,504,534,194,255,0,0,0,0,0,372,22,0,390,24,25,32,41,740,194
774,838,106,170,118,72,773,45,129,51,16,488,474,538,198,196,0,0,0,0,0,352,31,71,659,54,39,42,90,816,198
775,755,87,292,167,69,692,32,234,109,9,477,507,516,283,130,0,0,0,0,0,233,18,159,490,148,171,45,63,793,283
776,768,83,256,137,63,704,25,210,75,9,510,478,512,240,193,0,0,0,0,0,268,15,96,575,102,121,49,89,783,240
777,665,230,245,110,61,607,176,187,48,5,502,495,503,239,189,0,0,0,1,0,285,53,55,511,90,112,32,75,784,239
778,585,107,495,254,59,531,49,434,180,11,488,500,512,172,0,0,7,0,0,0,35,10,53,196,317,376,22,58,1033,172
779,291,78,132,663,63,229,20,61,605,11,497,510,493,227,273,0,0,0,0,0,390,16,0,196,33,13,35,48,699,227
780,333,84,104,672,67,277,28,52,599,0,481,535,484,263,240,0,0,0,0,0,416,28,0,227,50,10,32,42,693,263
781,605,81,501,245,68,555,17,430,177,28,517,477,506,162,0,0,16,0,0,0,26,17,64,241,310,359,33,71,1045,162
782,536,192,516,182,68,478,133,452,123,6,482,482,536,231,6,0,3,0,0,0,11,64,69,202,246,373,25,79,961,231
783,418,82,111,523,67,358,26,60,458,0,527,485,488,193,299,0,0,0,0,0,372,26,5,317,40,22,33,38,709,193
784,847,81,110,107,70,788,20,51,57,0,516,467,517,145,285,0,0,0,0,0,348,20,74,673,41,16,29,35,771,145
785,628,146,234,303,75,564,76,170,250,15,495,500,505,305,114,0,15,0,0,0,278,19,126,379,181,128,36,42,770,305
786,252,94,107,683,69,189,24,45,619,0,501,491,508,241,295,0,0,0,0,0,377,20,4,158,31,10,23,35,636,241
787,467,99,118,496,61,402,34,64,438,0,510,457,533,202,259,0,0,0,0,0,347,34,7,372,30,19,37,45,736,202
788,382,90,104,590,65,325,26,43,528,6,519,472,509,261,269,0,0,0,0,0,369,25,19,260,65,15,19,28,667,261
789,659,88,271,333,75,592,22,224,284,1,473,526,501,263,74,0,22,0,0,0,273,22,122,397,192,147,39,77,860,263
790,467,92,157,498,66,404,36,95,440,12,475,503,522,245,220,0,1,0,0,0,360,31,31,336,63,48,29,47,742,245
791,588,407,80,110,71,529,352,26,39,8,502,481,517,270,244,0,0,0,0,0,385,25,64,402,69,2,20,24,684,270
792,431,84,122,545,78,377,27,60,490,0,498,463,539,266,240,0,0,0,0,0,372,27,11,321,54,11,27,49,688,266
793,374,88,76,633,59,318,32,23,569,9,497,533,470,227,270,0,0,0,0,0,435,31,5,280,35,0,21,23,724,227
794,336,74,105,660,75,271,20,42,615,4,470,528,502,266,250,0,0,0,0,0,425,20,7,230,41,5,24,37,686,266
795,430,98,99,586,72,383,33,35,504,29,474,491,535,251,215,0,0,0,0,0,390,27,9,322,60,0,28,35,733,251
796,407,88,97,619,59,331,17,47,557,14,486,480,534,273,230,0,2,0,0,0,399,11,16,273,58,6,29,41,693,273
797,721,72,529,110,68,675,13,467,58,0,457,500,543,209,0,0,0,0,0,0,4,8,154,274,308,400,26,67,1004,209
798,754,84,193,281,75,695,25,126,222,17,511,494,495,278,113,0,18,0,0,0,333,25,147,503,191,55,31,71,807,278
799,619,92,247,329,57,550,28,195,262,4,518,452,530,276,156,0,14,0,0,0,274,28,105,393,148,84,33,111,763,276
800,784,83,289,233,65,731,26,220,176,0,496,515,489,254,46,0,17,0,0,0,235,26,146,477,254,168,38,52,899,254
801,486,85,100,516,72,415,21,52,446,0,488,501,511,221,241,0,0,0,0,0,394,21,2,390,24,2,47,50,713,221
802,236,82,106,743,65,174,24,41,690,1,483,502,515,284,268,0,0,0,1,0,399,22,4,139,31,5,29,36,646,284
803,619,266,434,102,74,561,221,377,40,4,500,490,510,244,5,0,0,0,0,0,74,19,72,240,311,319,30,58,959,244
804,555,100,267,381,60,498,30,208,326,2,497,512,491,297,137,0,0,0,0,0,257,19,99,314,177,141,36,67,767,297
805,689,82,411,243,61,619,30,348,174,6,479,493,528,184,14,0,9,0,0,0,95,30,100,341,267,297,33,51,993,184
806,527,81,99,509,64,459,29,33,453,7,458,512,530,250,220,0,0,0,0,0,415,29,12,403,48,2,28,31,731,250
807,669,106,228,338,71,602,46,166,279,15,464,504,532,263,88,0,24,0,0,0,286,30,107,435,164,118,32,48,845,263
808,341,83,123,660,64,277,27,59,603,0,463,520,517,246,229,0,0,0,0,0,391,24,1,226,50,14,41,45,720,246
809,483,82,517,338,62,426,16,457,273,10,514,492,494,197,18,0,3,0,0,0,19,16,75,135,291,375,35,82,985,197
810,792,119,158,99,65,722,63,93,43,0,510,473,517,207,267,0,0,0,0,0,337,39,103,587,44,38,32,55,714,207
811,573,117,416,316,71,527,55,336,272,0,469,509,522,128,7,0,16,0,2,0,118,31,33,250,277,284,21,52,1062,128
812,469,86,110,530,67,410,36,41,482,16,529,477,494,287,238,0,1,0,0,0,387,36,21,340,64,2,29,39,698,287
813,401,94,109,582,68,340,41,45,530,2,474,523,503,221,246,0,0,0,0,0,410,41,2,295,44,12,19,33,737,221
